t_ms,roll,pitch,altitude,vz,m1,m2,m3,m4,throttle,p_roll,i_roll,d_roll,p_pitch,i_pitch,d_pitch,corr_roll,corr_pitch,scenario
19167.3,0.0,0.0,0.2194,0.2256,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19184.4,0.0,0.0,0.2217,0.226,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19200.5,0.0,0.0,0.2239,0.2263,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19216.4,0.0,0.0,0.2262,0.2267,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19234.0,0.0,0.0,0.2284,0.2235,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19249.2,0.0,0.0,0.2306,0.2203,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19265.5,0.0,0.0,0.2328,0.2172,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19281.6,0.0,0.0,0.2349,0.2142,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19297.9,0.0,0.0,0.2371,0.2112,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19315.1,0.0,0.0,0.2391,0.2083,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19332.7,0.0,0.0,0.2412,0.2054,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19348.9,0.0,0.0,0.2432,0.2026,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19365.2,0.0,0.0,0.2452,0.1999,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19381.5,0.0,0.0,0.2472,0.1971,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19398.5,0.0,0.0,0.2491,0.1945,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19414.7,0.0,0.0,0.2511,0.1918,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19430.9,0.0,0.0,0.2529,0.1893,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19448.0,0.0,0.0,0.2548,0.1867,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19465.1,0.0,0.0,0.2567,0.1843,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19481.6,0.0,0.0,0.2585,0.1818,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19497.8,0.0,0.0,0.2603,0.1794,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19514.1,0.0,0.0,0.262,0.1771,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19531.2,0.0,0.0,0.2638,0.1748,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19548.5,0.0,0.0,0.2655,0.1725,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19564.2,0.0,0.0,0.2672,0.1703,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19581.5,0.0,0.0,0.2689,0.1681,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19597.5,0.0,0.0,0.2706,0.166,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19613.6,0.0,0.0,0.2722,0.1639,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19629.6,0.0,0.0,0.2738,0.1618,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19645.7,0.0,0.0,0.2754,0.1598,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19661.5,0.0,0.0,0.277,0.1578,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19677.5,0.0,0.0,0.2785,0.1558,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19692.9,0.0,0.0,0.2801,0.1539,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19709.1,0.0,0.0,0.2816,0.152,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19726.2,0.0,0.0,0.2831,0.1501,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19743.5,0.0,0.0,0.2846,0.1483,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19759.6,0.0,0.0,0.2861,0.1465,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19775.1,0.0,0.0,0.2875,0.1448,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19792.3,0.0,0.0,0.2889,0.143,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19809.4,0.0,0.0,0.2903,0.1414,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19825.8,0.0,0.0,0.2917,0.1397,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19843.0,0.0,0.0,0.2931,0.1381,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19860.3,0.0,0.0,0.2945,0.1365,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19876.6,0.0,0.0,0.2958,0.1349,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19891.9,0.0,0.0,0.2972,0.1333,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19909.3,0.0,0.0,0.2985,0.1318,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19926.6,0.0,0.0,0.2998,0.1303,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19942.7,0.0,0.0,0.3011,0.1289,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19958.9,0.0,0.0,0.3024,0.1274,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19976.1,0.0,0.0,0.3036,0.126,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
19993.2,0.0,0.0,0.3049,0.1246,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20010.3,0.0,0.0,0.3061,0.1233,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20026.7,0.0,0.0,0.3073,0.1219,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20042.2,0.0,0.0,0.3085,0.1206,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20059.3,0.0,0.0,0.3097,0.1193,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20076.4,0.0,0.0,0.3109,0.1181,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20092.6,0.0,0.0,0.3121,0.1168,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20109.6,0.0,0.0,0.3132,0.1156,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20125.0,0.0,0.0,0.3144,0.1144,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20141.5,0.0,0.0,0.3155,0.1132,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20157.7,0.0,0.0,0.3166,0.1121,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20173.8,0.0,0.0,0.3177,0.1109,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20190.3,0.0,0.0,0.3188,0.1098,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20206.7,0.0,0.0,0.3199,0.1087,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20223.3,0.0,0.0,0.321,0.1076,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20239.8,0.0,0.0,0.3221,0.1066,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20257.0,0.0,0.0,0.3231,0.1055,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20274.2,0.0,0.0,0.3242,0.1045,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20290.6,0.0,0.0,0.3252,0.1035,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20306.3,0.0,0.0,0.3262,0.1025,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20323.4,0.0,0.0,0.3272,0.1016,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20340.5,0.0,0.0,0.3282,0.1006,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20356.7,0.0,0.0,0.3292,0.0997,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20373.3,0.0,0.0,0.3302,0.0988,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20390.0,0.0,0.0,0.3312,0.0979,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20407.2,0.0,0.0,0.3322,0.097,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20424.4,0.0,0.0,0.3331,0.0962,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20440.5,0.0,0.0,0.3341,0.0953,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20457.5,0.0,0.0,0.335,0.0945,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20472.8,0.0,0.0,0.336,0.0937,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20489.3,0.0,0.0,0.3369,0.0928,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20505.4,0.0,0.0,0.3378,0.0921,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20521.6,0.0,0.0,0.3387,0.0913,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20537.7,0.0,0.0,0.3396,0.0905,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20552.8,0.0,0.0,0.3405,0.0898,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20569.3,0.0,0.0,0.3414,0.089,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20586.5,0.0,0.0,0.3423,0.0883,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20603.6,0.0,0.0,0.3432,0.0876,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20619.6,0.0,0.0,0.344,0.0869,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20635.6,0.0,0.0,0.3449,0.0862,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20651.0,0.0,0.0,0.3458,0.0856,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20668.1,0.0,0.0,0.3466,0.0849,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20684.3,0.0,0.0,0.3475,0.0843,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20700.3,0.0,0.0,0.3483,0.0836,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20716.8,0.0,0.0,0.3491,0.083,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20734.5,0.0,0.0,0.3499,0.0824,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20751.4,0.0,0.0,0.3508,0.0818,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20767.7,0.0,0.0,0.3516,0.0812,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20783.4,0.0,0.0,0.3524,0.0806,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20799.7,0.0,0.0,0.3532,0.0801,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20815.8,0.0,0.0,0.354,0.0795,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20832.9,0.0,0.0,0.3548,0.0789,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20850.1,0.0,0.0,0.3556,0.0784,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20867.3,0.0,0.0,0.3563,0.0779,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20884.4,0.0,0.0,0.3571,0.0774,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20900.6,0.0,0.0,0.3579,0.0768,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20917.6,0.0,0.0,0.3586,0.0763,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20933.4,0.0,0.0,0.3594,0.0759,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20949.7,0.0,0.0,0.3602,0.0754,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20967.0,0.0,0.0,0.3609,0.0749,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
20984.2,0.0,0.0,0.3616,0.0744,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21001.3,0.0,0.0,0.3624,0.074,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21018.0,0.0,0.0,0.3631,0.0735,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21034.0,0.0,0.0,0.3638,0.0731,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21051.1,0.0,0.0,0.3646,0.0727,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21068.3,0.0,0.0,0.3653,0.0722,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21085.4,0.0,0.0,0.366,0.0718,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21101.7,0.0,0.0,0.3667,0.0714,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21117.6,0.0,0.0,0.3674,0.071,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21133.2,0.0,0.0,0.3681,0.0706,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21150.4,0.0,0.0,0.3688,0.0702,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21167.5,0.0,0.0,0.3695,0.0698,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21183.5,0.0,0.0,0.3702,0.0695,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21199.9,0.0,0.0,0.3709,0.0691,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21216.9,0.0,0.0,0.3716,0.0687,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21233.9,0.0,0.0,0.3723,0.0684,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21251.1,0.0,0.0,0.373,0.068,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21267.3,0.0,0.0,0.3737,0.0677,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21284.5,0.0,0.0,0.3743,0.0673,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21300.8,0.0,0.0,0.375,0.067,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21318.0,0.0,0.0,0.3757,0.0667,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21335.0,0.0,0.0,0.3763,0.0664,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21352.1,0.0,0.0,0.377,0.0661,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21368.4,0.0,0.0,0.3777,0.0658,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21384.5,0.0,0.0,0.3783,0.0655,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21400.3,0.0,0.0,0.379,0.0652,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21417.3,0.0,0.0,0.3796,0.0649,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21433.6,0.0,0.0,0.3803,0.0646,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21449.6,0.0,0.0,0.3809,0.0643,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21465.6,0.0,0.0,0.3815,0.064,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21481.9,0.0,0.0,0.3822,0.0638,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21498.1,0.0,0.0,0.3828,0.0635,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21515.5,0.0,0.0,0.3834,0.0632,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21531.6,0.0,0.0,0.3841,0.063,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21546.9,0.0,0.0,0.3847,0.0627,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21563.2,0.0,0.0,0.3853,0.0625,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21580.6,0.0,0.0,0.3859,0.0622,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21596.7,0.0,0.0,0.3866,0.062,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21612.8,0.0,0.0,0.3872,0.0618,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21630.0,0.0,0.0,0.3878,0.0615,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21647.4,0.0,0.0,0.3884,0.0613,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21663.9,0.0,0.0,0.389,0.0611,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21680.7,0.0,0.0,0.3896,0.0609,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21697.4,0.0,0.0,0.3902,0.0607,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21714.6,0.0,0.0,0.3908,0.0605,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21730.8,0.0,0.0,0.3914,0.0602,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21747.9,0.0,0.0,0.392,0.06,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21764.8,0.0,0.0,0.3926,0.0598,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21782.2,0.0,0.0,0.3932,0.0597,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21799.5,0.0,0.0,0.3938,0.0595,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21814.9,0.0,0.0,0.3944,0.0593,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21831.3,0.0,0.0,0.395,0.0591,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21847.6,0.0,0.0,0.3956,0.0589,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21863.6,0.0,0.0,0.3962,0.0587,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21879.0,0.0,0.0,0.3968,0.0586,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21896.2,0.0,0.0,0.3974,0.0584,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21912.8,0.0,0.0,0.3979,0.0582,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21929.9,0.0,0.0,0.3985,0.0581,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21947.3,0.0,0.0,0.3991,0.0579,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21964.5,0.0,0.0,0.3997,0.0577,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21981.6,0.0,0.0,0.4003,0.0576,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
21996.8,0.0,0.0,0.4008,0.0574,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
22014.2,0.0,0.0,0.4014,0.0573,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
22031.4,0.0,0.0,0.402,0.0571,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
22048.4,0.0,0.0,0.4025,0.057,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
22064.7,0.0,0.0,0.4031,0.0568,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,manuel
